study_hours,sleep_hours,social_hours,physical_activity,gpa,academic_pressure,gender,age,financial_stress,study_satisfaction,peer_competition,relationship_stress,sleep_problems,irritability
8.1,9.7,0.3,4.2,3.42,Moderate,Female,26.0,2.0,4.0,1,1,3,2
6.55,7.2,0.1,6.4,3.37,High,Male,32.0,3.0,1.0,5,2,2,1
7.15,9.6,0.6,6.5,2.41,Low,Female,20.0,5.0,4.0,2,2,4,3
9.9,8.3,1.4,3.9,3.26,High,Female,31.0,3.0,5.0,4,1,1,1
6.7,8.3,5.3,4.3,2.75,Low,Female,30.0,2.0,5.0,2,2,2,3
7.05,5.6,1.7,4.9,3.15,High,Female,20.0,5.0,3.0,1,1,5,5
9.8,6.8,2.1,5.4,2.97,Moderate,Male,33.0,5.0,3.0,2,1,3,5
6.05,6.5,4.8,0.4,3.34,High,Male,26.0,3.0,4.0,2,2,3,3
7.4,9.7,4.8,0.7,3.09,Moderate,Male,33.0,1.0,3.0,3,2,3,3
7.25,7.8,3.0,6.1,2.9,Low,Male,27.0,3.0,4.0,4,2,2,2
9.2,9.3,2.2,0.7,3.2,High,Female,24.0,1.0,3.0,4,3,1,1
8.1,5.8,4.0,4.6,3.19,High,Female,20.0,2.0,5.0,5,1,1,4
8.55,5.8,0.0,11.6,2.73,High,Female,31.0,2.0,4.0,3,3,2,5
9.8,7.6,0.8,4.1,3.15,High,Male,22.0,5.0,3.0,2,3,2,3
8.25,7.6,3.6,6.4,2.57,Low,Male,29.0,1.0,4.0,3,2,5,1
5.1,7.0,1.4,9.2,3.13,Moderate,Female,32.0,1.0,3.0,2,3,1,1
7.55,7.7,4.2,3.3,3.48,Moderate,Female,28.0,4.0,1.0,4,4,3,5
9.75,7.5,2.5,4.8,3.34,High,Male,32.0,3.0,1.0,2,2,5,2
4.35,8.0,0.7,7.1,3.34,Moderate,Female,34.0,2.0,5.0,1,1,2,2
9.35,8.5,1.2,7.0,3.18,Moderate,Male,32.0,3.0,2.0,2,3,3,3
7.5,7.1,0.1,8.8,2.85,Moderate,Male,23.0,1.0,1.0,2,2,2,1
9.5,7.4,3.4,3.9,3.64,High,Male,28.0,5.0,4.0,1,1,3,1
9.15,8.6,3.2,5.9,3.14,Moderate,Female,33.0,2.0,4.0,2,1,3,5
8.6,9.2,1.1,1.2,3.6,High,Male,27.0,2.0,1.0,1,1,2,2
7.65,9.3,5.3,1.4,2.97,Moderate,Female,25.0,5.0,2.0,1,3,3,1
4.65,6.9,4.8,4.7,3.09,Moderate,Female,28.0,3.0,1.0,4,3,1,3
3.15,6.9,3.3,5.0,2.81,Low,Male,21.0,1.0,2.0,4,3,4,4
5.9,8.2,0.4,5.3,3.71,High,Male,23.0,4.0,3.0,2,3,3,3
6.6,7.8,1.6,3.4,2.98,Moderate,Male,25.0,3.0,3.0,4,4,3,3
6.05,6.9,0.4,9.2,2.79,Moderate,Male,29.0,4.0,1.0,5,4,2,2
7.8,8.5,0.0,4.3,2.85,High,Female,33.0,1.0,1.0,4,1,5,5
8.55,7.4,0.0,7.9,3.03,Moderate,Female,30.0,5.0,2.0,2,1,2,3
6.85,8.8,3.5,3.7,3.29,Moderate,Male,24.0,5.0,1.0,3,3,3,3
6.95,9.0,1.6,1.5,3.42,High,Male,19.0,5.0,1.0,3,4,1,4
9.05,5.8,1.2,5.9,3.04,High,Female,20.0,5.0,1.0,3,2,2,4
6.75,9.5,1.5,0.5,3.76,High,Female,19.0,3.0,2.0,3,1,3,3
9.7,8.2,0.6,3.5,3.62,High,Male,24.0,1.0,2.0,1,3,5,1
7.7,6.4,1.2,6.1,2.89,Moderate,Female,31.0,4.0,1.0,2,4,1,5
9.05,9.5,3.0,3.7,2.76,Moderate,Female,24.0,5.0,1.0,1,3,3,4
8.45,8.5,2.3,7.0,2.99,Low,Female,29.0,2.0,1.0,2,2,2,1
8.0,8.5,1.4,4.0,3.56,High,Male,33.0,2.0,4.0,3,3,2,2
10.85,6.6,1.4,3.8,3.57,High,Female,33.0,2.0,1.0,2,2,3,2
4.05,6.3,4.0,5.2,2.73,Moderate,Female,23.0,3.0,1.0,1,1,1,1
8.55,8.8,0.6,2.4,3.42,High,Male,32.0,4.0,3.0,2,2,2,1
9.4,5.2,1.6,8.7,2.91,High,Female,23.0,3.0,4.0,2,2,5,4
8.1,6.2,3.3,5.8,2.8,Low,Male,25.0,5.0,1.0,4,4,5,2
5.3,9.4,1.4,3.0,2.94,Moderate,Female,31.0,5.0,2.0,4,1,1,2
9.25,9.1,1.2,0.2,3.52,High,Male,28.0,4.0,4.0,4,2,2,2
5.65,10.0,2.0,6.3,2.49,Low,Female,21.0,4.0,2.0,4,1,3,3
7.35,9.3,2.8,0.0,3.1,High,Female,28.0,3.0,3.0,5,3,4,3
6.05,8.9,3.4,5.2,2.72,Low,Male,23.0,4.0,4.0,2,2,2,3
4.8,6.2,0.1,8.5,3.11,Moderate,Male,23.0,5.0,1.0,3,3,1,5
8.4,9.2,3.6,2.2,3.59,High,Male,21.0,5.0,4.0,2,1,3,4
8.4,9.3,2.6,1.8,3.2,Moderate,Male,28.0,3.0,1.0,3,2,1,4
7.4,8.5,1.9,3.0,3.32,High,Female,25.0,2.0,2.0,2,1,4,4
3.05,9.6,5.5,0.4,2.99,Moderate,Female,29.0,2.0,2.0,2,2,5,4
6.55,9.9,2.6,1.4,2.49,Moderate,Male,30.0,3.0,4.0,2,3,1,2
9.0,8.0,0.2,3.9,3.74,High,Female,28.0,4.0,4.0,2,4,1,2
10.2,9.7,0.7,3.7,3.16,High,Male,19.0,5.0,5.0,2,2,2,3
3.75,8.5,3.4,1.8,2.98,Moderate,Female,24.0,3.0,5.0,5,1,3,4
9.1,5.9,4.2,3.3,3.13,High,Male,20.0,5.0,2.0,3,2,2,4
6.15,9.2,0.8,4.0,3.41,Moderate,Male,34.0,3.0,3.0,3,5,4,5
8.6,9.8,1.0,0.8,3.55,High,Female,25.0,5.0,5.0,1,1,5,1
7.7,5.8,3.4,5.8,3.19,High,Male,24.0,2.0,4.0,1,1,3,2
5.95,6.8,0.3,6.6,3.14,Moderate,Male,23.0,5.0,4.0,1,1,5,1
7.1,5.4,3.6,8.1,2.55,High,Female,32.0,1.0,2.0,2,1,1,4
9.65,6.0,3.8,1.4,3.52,High,Male,18.0,2.0,1.0,3,2,3,4
6.7,10.0,0.1,4.3,3.01,Moderate,Male,21.0,5.0,5.0,5,5,5,5
10.45,9.2,0.2,2.8,3.65,High,Female,32.0,4.0,5.0,3,2,1,1
6.35,9.9,4.9,2.2,2.96,Moderate,Male,30.0,5.0,2.0,3,4,4,4
5.2,6.1,2.8,8.9,2.66,Low,Female,25.0,3.0,4.0,3,3,3,1
6.15,5.8,0.9,10.6,2.93,High,Female,28.0,5.0,3.0,2,3,3,2
9.2,6.6,1.8,6.0,3.06,Moderate,Female,32.0,1.0,2.0,3,3,3,2
6.6,6.3,2.1,8.9,2.84,Moderate,Male,21.0,5.0,3.0,3,2,2,1
6.55,5.7,2.1,6.9,2.95,High,Female,20.0,4.0,4.0,3,3,1,3
6.65,5.4,2.9,5.8,3.51,High,Male,23.0,3.0,5.0,3,3,3,4
10.5,7.9,3.0,3.6,2.99,High,Male,32.0,5.0,3.0,3,2,3,3
4.85,6.4,2.9,6.5,2.84,Low,Male,25.0,4.0,1.0,1,2,3,3
6.25,5.3,2.5,6.4,2.81,High,Female,29.0,2.0,4.0,1,1,4,4
9.15,7.9,3.9,2.0,3.19,Moderate,Male,20.0,4.0,1.0,4,2,3,2
6.3,9.2,5.9,0.1,3.06,Moderate,Male,30.0,5.0,3.0,1,1,2,1
5.2,6.0,2.9,4.2,3.4,High,Male,28.0,4.0,4.0,3,3,3,3
9.7,6.8,5.2,1.2,3.45,Moderate,Male,18.0,3.0,2.0,5,1,1,4
6.5,7.3,4.6,3.8,3.0,Moderate,Female,28.0,4.0,5.0,4,4,3,2
10.9,7.8,3.3,2.4,3.41,High,Male,19.0,3.0,3.0,4,3,2,3
7.7,6.1,3.3,4.6,3.41,Moderate,Male,23.0,4.0,3.0,5,5,1,4
5.85,5.9,1.7,8.4,2.62,High,Male,31.0,2.0,2.0,3,3,1,1
4.55,9.1,1.7,6.4,2.69,Moderate,Female,20.0,1.0,3.0,2,2,3,2
8.45,6.8,0.5,6.6,3.08,Moderate,Female,21.0,5.0,1.0,2,3,1,3
8.4,9.0,0.7,3.1,2.95,Moderate,Male,27.0,5.0,5.0,2,2,3,3
7.05,6.2,1.6,6.6,3.05,Moderate,Female,23.0,5.0,4.0,5,3,2,2
3.0,9.0,3.8,2.7,2.62,Low,Male,27.0,2.0,2.0,3,1,2,1
7.65,5.5,2.9,6.9,3.19,High,Female,32.0,4.0,3.0,1,1,3,4
10.3,6.5,1.2,6.5,3.5,High,Female,33.0,5.0,2.0,2,2,2,5
7.65,8.8,0.9,5.1,3.06,Moderate,Male,24.0,4.0,1.0,4,1,2,4
7.2,8.0,6.0,0.9,3.0,Moderate,Female,27.0,5.0,2.0,1,1,4,1
7.55,5.2,1.2,7.8,3.64,High,Male,22.0,4.0,1.0,2,1,4,3
3.35,8.1,5.5,1.7,3.11,Moderate,Female,23.0,5.0,1.0,1,5,2,1
8.15,7.8,2.6,8.2,3.58,Low,Female,27.0,5.0,4.0,3,3,3,3
8.1,5.1,2.7,6.4,3.27,High,Female,28.0,2.0,3.0,1,4,3,3
9.0,5.9,2.3,6.7,3.27,High,Female,23.0,4.0,2.0,2,2,3,3
4.5,8.8,0.6,4.0,3.2,High,Male,34.0,1.0,5.0,3,4,2,3
8.2,9.6,1.4,2.3,3.41,High,Male,28.0,3.0,2.0,1,2,4,2
7.65,9.1,3.1,6.4,2.65,Low,Male,27.0,2.0,3.0,5,4,1,4
8.85,9.8,4.0,3.4,3.15,Moderate,Male,33.0,2.0,4.0,4,2,4,4
5.35,8.1,3.5,1.6,3.63,High,Female,30.0,5.0,1.0,4,2,4,1
7.85,8.7,0.6,1.5,3.36,High,Female,20.0,3.0,3.0,3,3,4,3
9.2,5.1,4.3,4.3,3.14,High,Male,23.0,5.0,2.0,4,2,4,1
11.0,6.7,0.5,5.6,3.79,High,Male,31.0,4.0,3.0,2,5,4,1
9.6,6.7,5.0,4.1,3.21,Moderate,Male,25.0,2.0,2.0,1,1,4,5
3.65,5.8,3.6,8.9,2.76,High,Female,33.0,3.0,4.0,1,1,4,4
6.9,7.2,3.0,4.1,2.83,Low,Female,23.0,4.0,3.0,1,2,2,3
8.65,8.8,2.3,1.6,2.92,High,Female,21.0,2.0,1.0,3,2,3,2
10.25,8.8,0.1,2.3,3.24,High,Female,34.0,1.0,2.0,2,3,3,4
9.5,9.5,3.6,0.4,3.4,Moderate,Male,30.0,3.0,2.0,2,3,2,1
6.8,6.4,1.1,7.1,2.88,Moderate,Female,27.0,3.0,3.0,2,4,2,2
8.55,5.6,4.4,3.6,2.85,High,Male,18.0,4.0,1.0,2,1,1,2
6.35,7.5,1.8,5.8,2.88,Moderate,Female,24.0,4.0,2.0,2,3,2,4
5.9,7.7,5.4,4.6,3.27,Low,Male,24.0,2.0,4.0,2,3,5,5
6.85,8.3,5.6,0.5,3.06,Moderate,Male,28.0,5.0,2.0,2,5,3,4
6.65,7.0,1.7,3.4,3.5,High,Male,32.0,3.0,1.0,1,1,3,1
2.55,9.0,0.6,6.0,2.54,Low,Male,29.0,5.0,3.0,3,2,2,1
6.3,6.1,0.4,8.0,3.32,Low,Female,18.0,1.0,3.0,2,3,1,4
4.0,5.2,4.0,3.8,3.01,High,Female,29.0,2.0,4.0,4,3,1,3
3.45,6.5,5.6,3.7,2.9,Low,Male,21.0,3.0,4.0,4,2,2,2
10.55,6.3,4.6,0.1,2.98,High,Male,21.0,5.0,1.0,1,1,3,1
6.15,8.5,2.7,7.3,2.62,Low,Male,22.0,1.0,5.0,1,4,2,1
8.55,6.3,3.5,5.6,3.13,Moderate,Female,24.0,3.0,1.0,1,4,2,2
6.05,6.8,2.2,4.0,3.27,High,Female,22.0,4.0,4.0,1,1,3,1
6.5,6.0,0.5,7.2,3.05,High,Male,19.0,3.0,3.0,2,3,3,3
10.6,6.9,4.9,2.1,2.81,High,Female,25.0,4.0,4.0,4,4,5,3
10.05,7.3,1.8,4.3,3.4,High,Male,28.0,3.0,2.0,2,1,4,2
3.85,7.4,2.4,6.4,3.24,Moderate,Male,25.0,2.0,5.0,1,1,4,4
7.9,9.9,3.2,2.5,2.8,Low,Male,18.0,5.0,4.0,1,3,1,5
4.55,8.1,5.6,2.7,3.1,Moderate,Male,18.0,4.0,3.0,3,3,5,2
7.15,6.8,3.3,5.3,3.48,High,Female,24.0,2.0,5.0,1,2,2,5
8.55,6.9,1.4,4.2,3.3,High,Male,29.0,1.0,2.0,4,2,3,2
8.25,7.1,4.1,5.9,2.71,Low,Male,20.0,5.0,3.0,2,4,2,1
9.0,5.8,5.0,5.5,3.09,High,Female,27.0,1.0,3.0,3,3,4,3
3.6,5.8,5.3,6.0,2.48,High,Male,31.0,3.0,4.0,3,5,4,5
8.75,9.8,0.8,3.0,3.19,Moderate,Male,34.0,1.0,3.0,3,3,3,2
10.2,9.6,0.8,0.5,3.16,High,Male,23.0,4.0,1.0,4,2,1,1
4.9,8.4,2.0,2.7,3.66,High,Female,23.0,1.0,3.0,2,3,5,2
7.85,5.7,5.0,1.3,3.55,High,Female,20.0,5.0,4.0,5,2,2,1
8.6,9.6,1.4,4.3,3.11,Moderate,Male,24.0,4.0,3.0,1,1,3,1
4.6,7.6,1.6,3.7,3.02,High,Male,19.0,1.0,2.0,2,3,2,1
5.6,5.0,5.9,6.8,2.93,High,Male,31.0,5.0,5.0,3,3,4,3
9.9,8.6,1.4,2.6,3.68,High,Female,23.0,3.0,2.0,1,1,5,5
5.85,8.9,1.0,2.8,3.57,High,Male,26.0,1.0,5.0,5,3,2,3
10.5,8.0,3.9,2.0,3.35,High,Male,31.0,3.0,3.0,2,3,4,3
8.85,8.1,1.2,4.3,3.53,High,Male,23.0,3.0,1.0,5,5,1,4
7.75,7.1,1.0,7.2,2.91,Moderate,Male,29.0,4.0,1.0,3,2,3,3
9.9,5.4,2.4,3.8,3.08,High,Male,21.0,4.0,2.0,2,2,3,2
6.75,8.3,3.6,6.5,2.73,Low,Male,32.0,5.0,3.0,3,1,3,4
6.05,9.9,0.8,4.9,2.64,Low,Male,26.0,2.0,4.0,1,1,4,1
7.6,9.6,2.0,2.7,2.55,Moderate,Male,25.0,2.0,3.0,1,1,4,4
7.55,5.1,4.7,6.8,3.03,High,Female,22.0,5.0,1.0,3,4,5,2
3.75,7.9,2.4,7.0,2.98,Moderate,Female,29.0,2.0,2.0,3,3,2,3
6.7,6.4,5.4,3.0,3.05,Moderate,Female,30.0,3.0,3.0,3,3,4,5
7.45,5.3,2.6,7.0,3.12,High,Female,33.0,5.0,2.0,4,4,2,3
6.55,9.1,5.6,2.3,3.01,Moderate,Male,26.0,4.0,1.0,3,5,2,5
8.25,6.7,5.2,4.8,2.24,Low,Male,22.0,5.0,2.0,4,4,1,4
8.85,7.6,1.0,7.1,2.93,Moderate,Male,29.0,2.0,4.0,3,3,4,3
9.95,8.8,0.6,3.5,3.09,Moderate,Female,24.0,3.0,2.0,2,3,2,1
3.4,8.4,0.3,6.9,2.88,Moderate,Female,23.0,3.0,1.0,2,2,3,3
6.6,8.5,1.2,7.5,2.52,Low,Male,23.0,3.0,4.0,4,1,1,1
5.7,6.5,1.0,3.5,3.57,High,Male,18.0,2.0,4.0,3,1,4,2
5.05,8.4,5.0,2.5,3.26,Moderate,Female,18.0,3.0,5.0,1,2,2,4
7.0,8.7,2.2,5.5,3.15,Moderate,Male,33.0,2.0,1.0,1,3,5,1
4.2,5.4,6.0,3.1,3.44,High,Male,21.0,2.0,4.0,1,5,4,4
5.15,7.3,3.7,2.5,3.76,High,Male,33.0,1.0,2.0,2,1,2,3
7.05,6.7,3.4,5.1,2.99,Moderate,Female,27.0,2.0,2.0,4,3,5,3
4.85,9.1,1.3,1.1,3.54,High,Male,23.0,3.0,4.0,2,3,2,3
4.45,9.1,0.2,5.7,3.14,High,Female,24.0,2.0,1.0,5,1,1,3
9.4,9.3,0.5,4.4,3.18,High,Male,20.0,4.0,3.0,3,2,1,1
6.8,8.4,5.1,1.0,3.08,Low,Male,21.0,2.0,1.0,5,2,3,3
10.0,8.4,3.0,2.2,2.96,Moderate,Male,23.0,3.0,3.0,1,2,4,1
7.05,8.8,1.4,5.6,2.85,Moderate,Female,24.0,1.0,3.0,2,1,3,1
5.05,6.1,0.4,6.4,3.37,High,Female,23.0,3.0,3.0,3,1,2,1
6.35,9.2,0.3,6.4,2.69,Low,Male,24.0,5.0,3.0,4,2,1,1
5.7,6.7,2.8,3.4,3.36,Moderate,Female,24.0,4.0,3.0,1,1,1,3
5.05,6.3,0.2,12.1,2.55,Low,Male,25.0,3.0,1.0,3,4,5,1
8.85,6.5,4.0,5.1,3.54,Moderate,Female,27.0,5.0,5.0,2,3,3,3
9.9,9.5,2.6,1.9,3.47,High,Male,20.0,4.0,2.0,2,4,4,1
5.15,8.0,2.0,8.3,3.37,Low,Male,23.0,5.0,4.0,3,3,3,3
10.3,5.7,4.3,2.8,3.49,High,Female,19.0,2.0,3.0,1,3,2,2
6.25,9.0,2.0,0.9,2.9,High,Female,34.0,1.0,2.0,1,1,5,1
9.7,6.5,0.0,5.3,3.08,High,Female,28.0,5.0,1.0,2,3,1,2
9.65,8.0,0.1,5.1,3.1,High,Male,21.0,2.0,4.0,2,2,4,1
8.3,8.3,3.2,2.6,3.11,High,Male,20.0,4.0,3.0,2,4,1,3
7.75,9.6,3.6,2.0,2.75,Low,Male,24.0,5.0,2.0,2,3,1,3
4.25,8.6,4.7,3.6,2.64,Low,Male,25.0,2.0,1.0,1,2,1,1
4.15,7.7,5.1,4.8,3.22,Moderate,Male,22.0,1.0,2.0,2,2,4,4
10.4,7.6,0.4,3.9,3.04,High,Female,18.0,4.0,3.0,2,1,3,3
7.5,6.2,0.6,7.6,3.38,Moderate,Male,33.0,1.0,4.0,1,3,4,4
9.3,5.9,5.9,5.2,3.27,High,Male,34.0,5.0,4.0,3,3,5,1
7.2,7.9,2.2,0.5,2.91,High,Female,23.0,3.0,3.0,2,1,2,3
4.8,7.0,4.0,5.2,2.76,Moderate,Female,30.0,5.0,1.0,2,4,1,2
8.35,5.6,3.5,6.7,3.08,High,Male,23.0,3.0,4.0,3,4,1,3
9.25,8.8,3.4,0.5,3.63,High,Male,20.0,5.0,4.0,1,3,3,1
4.05,5.1,1.7,8.4,3.21,High,Male,20.0,5.0,4.0,3,1,4,4
3.6,9.2,1.0,4.1,3.07,Moderate,Male,34.0,5.0,2.0,2,2,4,2
7.45,5.4,0.3,8.2,2.99,High,Male,28.0,5.0,4.0,2,2,5,5
2.75,7.7,1.4,7.1,3.05,Low,Female,34.0,2.0,1.0,1,4,3,3
6.1,8.4,1.5,6.9,2.88,Low,Male,19.0,3.0,3.0,2,3,5,1
9.25,9.5,4.5,1.0,3.29,Moderate,Male,26.0,5.0,4.0,5,5,1,5
9.4,7.3,1.1,6.2,3.13,Moderate,Male,25.0,4.0,2.0,2,2,1,3
7.25,6.8,5.5,1.0,3.07,High,Female,27.0,2.0,3.0,3,1,4,3
7.7,8.8,2.4,2.8,3.51,High,Female,34.0,1.0,5.0,2,2,3,4
7.55,6.3,0.7,6.2,3.15,Moderate,Male,19.0,4.0,5.0,2,3,3,3
7.95,6.7,3.0,7.2,3.05,Moderate,Male,23.0,5.0,5.0,3,4,2,1
2.9,10.0,2.5,3.1,2.64,Low,Male,31.0,1.0,3.0,3,3,3,4
7.8,7.1,2.3,5.5,2.5,Low,Male,31.0,5.0,3.0,2,2,1,3
6.65,8.2,0.4,5.3,3.33,High,Male,31.0,1.0,5.0,2,3,1,3
8.9,8.0,3.5,4.8,2.9,Low,Male,19.0,4.0,5.0,2,3,1,3
5.0,5.6,2.4,7.6,3.15,High,Male,25.0,4.0,4.0,3,2,3,5
8.0,7.8,3.6,6.4,2.75,Moderate,Female,26.0,2.0,4.0,2,1,3,1
9.2,6.7,4.5,1.1,3.25,High,Female,22.0,5.0,1.0,3,4,3,3
9.4,7.0,1.7,3.9,3.19,Moderate,Female,25.0,5.0,3.0,1,3,3,2
7.85,7.2,3.6,6.9,2.96,Low,Male,20.0,3.0,4.0,2,3,5,1
9.05,7.4,3.8,3.4,3.66,High,Female,29.0,2.0,3.0,2,3,2,4
6.55,6.4,5.1,0.3,3.45,High,Male,19.0,4.0,3.0,2,5,1,2
9.95,8.4,1.9,2.1,2.68,Moderate,Male,27.0,2.0,1.0,3,3,1,3
7.0,5.1,5.9,0.2,3.22,High,Male,34.0,1.0,3.0,3,5,5,3
6.1,6.9,0.3,7.0,3.0,Moderate,Female,28.0,1.0,2.0,4,3,3,3
9.5,6.9,1.2,4.3,3.08,Moderate,Female,20.0,4.0,3.0,2,1,2,1
7.55,7.9,1.3,2.4,3.35,High,Female,24.0,4.0,3.0,2,2,2,2
8.0,9.1,2.3,1.4,3.44,High,Female,24.0,5.0,2.0,4,1,1,3
6.05,7.7,3.3,2.1,3.33,Moderate,Female,26.0,2.0,2.0,5,1,1,3
7.55,7.9,1.1,6.4,2.94,Moderate,Female,18.0,4.0,4.0,3,3,2,3
8.4,6.1,4.0,3.0,3.2,High,Female,22.0,5.0,4.0,5,5,3,4
3.7,5.8,1.1,9.9,2.71,High,Female,33.0,3.0,3.0,2,2,3,2
7.65,7.6,2.9,6.6,2.54,Low,Male,18.0,4.0,4.0,1,1,4,4
9.45,5.7,3.0,5.0,3.37,High,Male,26.0,1.0,1.0,1,4,4,2
8.2,9.8,0.1,2.5,3.79,High,Female,29.0,1.0,2.0,5,4,3,3
7.75,5.9,3.2,9.2,2.74,High,Male,28.0,1.0,3.0,5,5,2,1
4.85,6.5,0.3,4.1,3.48,High,Male,22.0,4.0,1.0,2,3,3,5
8.9,5.6,3.1,9.0,2.73,High,Male,27.0,2.0,4.0,2,4,1,2
10.45,9.7,0.2,1.5,3.23,High,Male,29.0,5.0,1.0,2,5,3,3
8.45,5.4,0.0,9.5,3.27,High,Male,28.0,3.0,4.0,3,2,5,5
8.55,7.1,0.1,7.7,3.34,Moderate,Female,29.0,5.0,2.0,4,3,4,4
6.85,5.5,5.7,5.4,3.31,High,Female,24.0,3.0,1.0,2,3,5,1
4.8,6.2,0.6,9.0,3.12,Moderate,Male,34.0,2.0,2.0,3,2,3,1
7.95,8.4,3.3,3.2,3.05,Low,Male,20.0,1.0,3.0,4,5,4,2
7.7,6.7,4.7,6.1,2.8,Low,Female,28.0,3.0,1.0,1,4,2,5
5.5,9.4,3.0,0.6,3.4,High,Male,28.0,4.0,4.0,3,3,4,5
9.5,5.9,4.8,2.4,2.78,High,Female,19.0,1.0,5.0,3,2,2,4
9.35,7.1,3.5,3.8,3.09,Moderate,Male,31.0,1.0,3.0,4,2,3,1
7.65,8.5,0.8,5.2,3.49,High,Female,32.0,4.0,2.0,2,2,1,1
8.55,7.0,3.1,4.6,2.87,Moderate,Male,20.0,1.0,3.0,3,2,2,1
3.35,9.7,5.3,2.7,3.18,Low,Female,23.0,5.0,3.0,1,3,3,4
6.25,6.0,1.6,2.9,3.39,High,Female,29.0,2.0,5.0,3,2,1,1
6.05,8.0,3.5,4.0,3.48,Moderate,Female,19.0,1.0,2.0,3,4,1,1
7.4,7.8,3.4,5.1,3.01,Low,Male,21.0,5.0,2.0,3,3,2,4
4.55,8.9,3.4,5.2,2.6,Low,Male,26.0,1.0,5.0,5,1,2,5
6.15,7.8,4.8,2.3,3.08,Moderate,Male,28.0,3.0,1.0,2,1,2,3
5.7,6.3,2.5,7.3,3.4,Moderate,Male,23.0,5.0,5.0,4,2,1,1
7.0,6.4,0.0,7.5,2.83,Moderate,Male,18.0,5.0,3.0,1,1,2,3
6.35,7.9,5.6,1.7,3.3,High,Male,19.0,3.0,3.0,4,4,2,3
8.95,5.5,3.8,6.9,2.45,High,Female,29.0,4.0,4.0,4,2,1,1
4.8,6.0,0.1,6.7,3.38,Moderate,Male,19.0,2.0,3.0,2,4,4,3
4.65,9.5,1.7,1.2,3.34,High,Male,22.0,1.0,4.0,2,3,2,4
9.35,7.9,0.7,3.0,3.57,High,Female,23.0,1.0,5.0,2,2,3,1
4.65,6.2,1.8,8.9,3.37,Moderate,Female,28.0,1.0,5.0,1,1,4,1
9.55,5.4,0.5,8.5,3.33,High,Male,21.0,3.0,1.0,1,2,2,3
5.45,6.1,1.7,8.2,3.13,Low,Male,19.0,2.0,1.0,2,1,5,5
5.55,8.3,4.8,3.2,2.69,Low,Male,29.0,5.0,1.0,3,1,3,5
10.85,5.8,5.3,3.1,3.92,High,Female,20.0,3.0,4.0,2,3,3,4
7.15,9.7,3.3,0.0,2.95,High,Female,34.0,1.0,5.0,3,1,2,1
9.8,9.4,0.2,4.7,3.36,High,Male,31.0,5.0,1.0,1,1,5,1
6.15,5.7,5.2,5.9,2.9,High,Female,22.0,4.0,5.0,3,1,3,1
5.75,6.2,4.5,3.1,2.97,Moderate,Female,33.0,1.0,3.0,2,5,4,2
7.55,9.9,3.9,2.3,3.28,Moderate,Male,24.0,5.0,3.0,1,1,1,3
10.35,8.9,3.2,1.0,3.26,High,Female,20.0,4.0,1.0,1,1,4,1
6.2,7.9,1.0,3.8,3.2,High,Male,20.0,5.0,2.0,3,2,3,5
8.75,7.1,3.9,4.3,2.96,Moderate,Female,29.0,5.0,1.0,3,2,2,4
6.0,6.0,4.7,5.2,3.2,Moderate,Female,29.0,5.0,4.0,5,1,2,2
8.75,8.8,3.8,0.4,3.36,High,Female,21.0,4.0,2.0,2,1,2,3
10.9,6.7,0.4,5.6,3.54,High,Female,33.0,4.0,2.0,3,2,3,3
3.7,6.2,1.9,8.1,3.16,Moderate,Female,30.0,2.0,2.0,1,1,3,2
6.75,9.3,3.7,1.1,3.02,Moderate,Female,24.0,1.0,2.0,1,2,2,4
8.85,9.7,4.0,1.8,2.86,Low,Female,20.0,3.0,1.0,1,2,2,5
10.1,5.6,1.9,6.3,2.81,High,Female,30.0,5.0,5.0,3,4,3,3
9.5,5.7,5.6,0.3,3.59,High,Male,25.0,4.0,2.0,2,2,2,3
4.4,9.7,0.7,1.6,3.07,High,Male,23.0,2.0,2.0,1,4,2,1
4.65,8.5,4.2,1.5,3.17,High,Female,28.0,3.0,4.0,2,2,3,3
7.7,5.3,4.3,4.3,3.57,High,Male,22.0,3.0,2.0,2,1,4,3
9.7,6.9,1.0,5.3,3.15,Moderate,Male,29.0,5.0,4.0,2,2,2,2
6.95,7.6,3.6,4.0,3.13,Low,Male,27.0,1.0,3.0,5,5,5,3
9.65,9.1,3.1,1.2,3.34,Moderate,Male,33.0,4.0,3.0,1,2,2,2
9.4,8.6,0.6,4.5,3.23,Moderate,Female,33.0,4.0,4.0,3,2,2,1
9.0,5.2,5.8,2.5,3.26,High,Female,21.0,3.0,1.0,2,2,3,1
8.7,9.7,1.8,5.1,3.25,Moderate,Female,27.0,1.0,3.0,5,5,3,5
7.95,5.7,0.1,7.7,3.42,High,Female,26.0,1.0,1.0,5,5,5,2
7.9,6.7,3.1,6.0,3.03,Moderate,Male,23.0,5.0,2.0,4,1,5,5
8.6,7.5,2.9,2.9,3.04,Moderate,Male,21.0,2.0,4.0,4,3,4,4
10.15,7.1,2.5,3.7,3.22,High,Female,20.0,2.0,2.0,2,2,3,5
6.45,9.1,3.4,1.8,3.1,High,Female,22.0,4.0,2.0,1,2,4,2
8.15,7.6,1.9,5.2,2.48,Moderate,Female,31.0,4.0,5.0,1,5,2,3
8.0,7.2,4.4,0.4,3.11,Moderate,Male,23.0,1.0,4.0,1,2,4,2
5.5,6.1,0.0,10.2,2.87,Moderate,Male,20.0,4.0,1.0,4,3,2,3
