study_hours,sleep_hours,social_hours,physical_activity,gpa,academic_pressure,gender,age,financial_stress,study_satisfaction,peer_competition,relationship_stress,sleep_problems,irritability,burnout_risk
9.8,6.8,5.6,2.0,3.25,5.0,1,31.0,3.0,4.0,2,5,5,2,Medium
8.3,9.6,2.8,1.2,3.47,5.0,0,32.0,3.0,1.0,5,5,4,1,Medium
8.3,6.4,4.5,1.1,3.18,5.0,0,31.0,1.0,3.0,1,3,2,2,Medium
8.85,9.3,2.9,1.2,2.78,5.0,1,27.0,1.0,4.0,3,1,5,2,Medium
9.3,9.7,1.7,1.8,3.07,5.0,0,21.0,5.0,2.0,5,3,3,3,Medium
7.95,6.9,0.1,5.2,3.26,5.0,0,20.0,5.0,1.0,2,1,1,1,Low
10.1,8.5,5.8,0.5,3.08,5.0,0,25.0,5.0,3.0,3,1,2,1,Medium
6.75,7.7,4.4,0.1,3.2,5.0,0,31.0,5.0,1.0,2,2,2,5,Low
2.65,8.6,5.2,2.9,2.89,1.0,0,24.0,2.0,2.0,3,3,2,4,Low
7.9,5.7,5.2,3.7,3.06,5.0,0,18.0,4.0,1.0,2,3,3,3,Medium
5.9,6.5,5.2,5.3,3.08,1.0,1,33.0,5.0,4.0,2,4,2,5,Low
4.15,7.9,5.0,2.3,3.07,5.0,1,25.0,3.0,3.0,2,3,4,4,Low
10.75,8.4,0.3,5.8,3.07,5.0,1,26.0,3.0,3.0,5,2,5,5,Medium
8.75,8.1,2.0,6.0,3.06,5.0,0,29.0,2.0,3.0,3,1,5,2,Medium
9.85,5.3,4.7,3.7,3.2,5.0,0,21.0,5.0,4.0,2,1,2,1,High
5.7,5.3,2.2,6.8,2.92,5.0,0,18.0,3.0,2.0,1,2,4,2,Medium
9.85,8.4,2.1,1.2,3.38,5.0,1,18.0,2.0,1.0,3,3,5,2,Medium
7.4,6.4,1.7,6.7,3.05,5.0,1,18.0,4.0,5.0,1,3,2,3,Low
4.6,5.3,3.1,4.5,3.03,5.0,1,31.0,2.0,4.0,2,1,4,2,Medium
10.35,7.1,1.9,3.5,3.12,5.0,1,31.0,5.0,2.0,4,2,1,1,Medium
9.5,6.0,2.9,7.0,2.87,5.0,0,21.0,4.0,4.0,1,5,2,5,Medium
7.65,8.0,0.3,3.5,3.04,5.0,1,24.0,5.0,3.0,3,3,2,1,Low
5.7,6.5,0.6,7.7,3.14,1.0,1,31.0,3.0,5.0,4,3,5,1,Low
8.6,5.1,5.8,3.8,3.5,5.0,1,24.0,2.0,4.0,1,2,2,3,High
6.65,8.5,3.7,2.8,2.72,5.0,1,18.0,5.0,5.0,3,2,1,3,Low
7.0,9.7,0.3,2.5,3.02,5.0,1,20.0,2.0,4.0,5,5,5,5,Low
7.9,8.7,5.0,0.7,2.95,1.0,0,30.0,3.0,2.0,3,3,4,2,Low
8.25,7.0,0.1,5.7,3.01,5.0,0,20.0,1.0,3.0,4,3,5,3,Medium
7.45,7.3,5.7,2.1,3.41,5.0,1,20.0,3.0,3.0,3,4,2,4,Low
3.95,9.9,0.6,4.9,2.82,1.0,1,19.0,2.0,3.0,1,1,5,1,Low
7.5,5.5,4.5,7.3,2.72,5.0,1,23.0,4.0,4.0,4,1,2,4,Medium
7.65,8.6,0.1,7.3,3.11,5.0,1,29.0,5.0,1.0,1,1,5,1,Low
7.95,8.2,1.3,4.1,3.08,5.0,0,19.0,2.0,4.0,1,3,4,4,Low
9.0,8.7,0.1,5.7,2.95,5.0,1,28.0,2.0,1.0,1,1,4,2,Medium
9.1,6.4,1.5,9.0,2.92,5.0,0,32.0,5.0,5.0,3,1,3,4,Medium
8.85,8.4,0.4,4.1,3.16,5.0,0,25.0,2.0,2.0,3,1,2,3,Medium
10.9,9.0,1.5,0.3,3.49,5.0,0,29.0,5.0,3.0,4,4,3,5,Medium
8.5,8.7,4.4,2.4,3.05,5.0,0,23.0,4.0,5.0,1,2,3,3,Medium
4.3,6.9,5.5,3.7,3.35,5.0,0,24.0,2.0,3.0,3,1,2,2,Low
7.65,9.5,4.0,2.7,3.42,5.0,0,18.0,1.0,1.0,5,5,3,4,Low
7.45,8.2,1.3,3.8,3.21,5.0,1,31.0,3.0,5.0,1,1,2,3,Low
8.1,9.7,0.3,4.2,3.42,5.0,0,26.0,2.0,4.0,1,1,3,2,Medium
6.55,7.2,0.1,6.4,3.37,5.0,1,32.0,3.0,1.0,5,2,2,1,Low
7.15,9.6,0.6,6.5,2.41,1.0,0,20.0,5.0,4.0,2,2,4,3,Low
9.9,8.3,1.4,3.9,3.26,5.0,0,31.0,3.0,5.0,4,1,1,1,Medium
6.7,8.3,5.3,4.3,2.75,1.0,0,30.0,2.0,5.0,2,2,2,3,Low
7.05,5.6,1.7,4.9,3.15,5.0,0,20.0,5.0,3.0,1,1,5,5,Medium
9.8,6.8,2.1,5.4,2.97,5.0,1,33.0,5.0,3.0,2,1,3,5,Medium
6.05,6.5,4.8,0.4,3.34,5.0,1,26.0,3.0,4.0,2,2,3,3,Low
7.4,9.7,4.8,0.7,3.09,5.0,1,33.0,1.0,3.0,3,2,3,3,Low
7.25,7.8,3.0,6.1,2.9,1.0,1,27.0,3.0,4.0,4,2,2,2,Low
9.2,9.3,2.2,0.7,3.2,5.0,0,24.0,1.0,3.0,4,3,1,1,Medium
8.1,5.8,4.0,4.6,3.19,5.0,0,20.0,2.0,5.0,5,1,1,4,High
8.55,5.8,0.0,11.6,2.73,5.0,0,31.0,2.0,4.0,3,3,2,5,High
9.8,7.6,0.8,4.1,3.15,5.0,1,22.0,5.0,3.0,2,3,2,3,Medium
8.25,7.6,3.6,6.4,2.57,1.0,1,29.0,1.0,4.0,3,2,5,1,Low
5.1,7.0,1.4,9.2,3.13,5.0,0,32.0,1.0,3.0,2,3,1,1,Low
7.55,7.7,4.2,3.3,3.48,5.0,0,28.0,4.0,1.0,4,4,3,5,Low
9.75,7.5,2.5,4.8,3.34,5.0,1,32.0,3.0,1.0,2,2,5,2,Medium
4.35,8.0,0.7,7.1,3.34,5.0,0,34.0,2.0,5.0,1,1,2,2,Low
9.35,8.5,1.2,7.0,3.18,5.0,1,32.0,3.0,2.0,2,3,3,3,Medium
7.5,7.1,0.1,8.8,2.85,5.0,1,23.0,1.0,1.0,2,2,2,1,Low
9.5,7.4,3.4,3.9,3.64,5.0,1,28.0,5.0,4.0,1,1,3,1,Medium
9.15,8.6,3.2,5.9,3.14,5.0,0,33.0,2.0,4.0,2,1,3,5,Medium
8.6,9.2,1.1,1.2,3.6,5.0,1,27.0,2.0,1.0,1,1,2,2,Medium
7.65,9.3,5.3,1.4,2.97,5.0,0,25.0,5.0,2.0,1,3,3,1,Low
4.65,6.9,4.8,4.7,3.09,5.0,0,28.0,3.0,1.0,4,3,1,3,Low
3.15,6.9,3.3,5.0,2.81,1.0,1,21.0,1.0,2.0,4,3,4,4,Low
5.9,8.2,0.4,5.3,3.71,5.0,1,23.0,4.0,3.0,2,3,3,3,Low
6.6,7.8,1.6,3.4,2.98,5.0,1,25.0,3.0,3.0,4,4,3,3,Low
6.05,6.9,0.4,9.2,2.79,5.0,1,29.0,4.0,1.0,5,4,2,2,Low
7.8,8.5,0.0,4.3,2.85,5.0,0,33.0,1.0,1.0,4,1,5,5,Low
8.55,7.4,0.0,7.9,3.03,5.0,0,30.0,5.0,2.0,2,1,2,3,Medium
6.85,8.8,3.5,3.7,3.29,5.0,1,24.0,5.0,1.0,3,3,3,3,Low
6.95,9.0,1.6,1.5,3.42,5.0,1,19.0,5.0,1.0,3,4,1,4,Low
9.05,5.8,1.2,5.9,3.04,5.0,0,20.0,5.0,1.0,3,2,2,4,High
6.75,9.5,1.5,0.5,3.76,5.0,0,19.0,3.0,2.0,3,1,3,3,Low
9.7,8.2,0.6,3.5,3.62,5.0,1,24.0,1.0,2.0,1,3,5,1,Medium
7.7,6.4,1.2,6.1,2.89,5.0,0,31.0,4.0,1.0,2,4,1,5,Low
9.05,9.5,3.0,3.7,2.76,5.0,0,24.0,5.0,1.0,1,3,3,4,Medium
8.45,8.5,2.3,7.0,2.99,1.0,0,29.0,2.0,1.0,2,2,2,1,Low
8.0,8.5,1.4,4.0,3.56,5.0,1,33.0,2.0,4.0,3,3,2,2,Low
10.85,6.6,1.4,3.8,3.57,5.0,0,33.0,2.0,1.0,2,2,3,2,Medium
4.05,6.3,4.0,5.2,2.73,5.0,0,23.0,3.0,1.0,1,1,1,1,Low
8.55,8.8,0.6,2.4,3.42,5.0,1,32.0,4.0,3.0,2,2,2,1,Medium
9.4,5.2,1.6,8.7,2.91,5.0,0,23.0,3.0,4.0,2,2,5,4,High
8.1,6.2,3.3,5.8,2.8,1.0,1,25.0,5.0,1.0,4,4,5,2,Low
5.3,9.4,1.4,3.0,2.94,5.0,0,31.0,5.0,2.0,4,1,1,2,Low
9.25,9.1,1.2,0.2,3.52,5.0,1,28.0,4.0,4.0,4,2,2,2,Medium
5.65,10.0,2.0,6.3,2.49,1.0,0,21.0,4.0,2.0,4,1,3,3,Low
7.35,9.3,2.8,0.0,3.1,5.0,0,28.0,3.0,3.0,5,3,4,3,Low
6.05,8.9,3.4,5.2,2.72,1.0,1,23.0,4.0,4.0,2,2,2,3,Low
4.8,6.2,0.1,8.5,3.11,5.0,1,23.0,5.0,1.0,3,3,1,5,Low
8.4,9.2,3.6,2.2,3.59,5.0,1,21.0,5.0,4.0,2,1,3,4,Medium
8.4,9.3,2.6,1.8,3.2,5.0,1,28.0,3.0,1.0,3,2,1,4,Medium
7.4,8.5,1.9,3.0,3.32,5.0,0,25.0,2.0,2.0,2,1,4,4,Low
3.05,9.6,5.5,0.4,2.99,5.0,0,29.0,2.0,2.0,2,2,5,4,Low
6.55,9.9,2.6,1.4,2.49,5.0,1,30.0,3.0,4.0,2,3,1,2,Low
9.0,8.0,0.2,3.9,3.74,5.0,0,28.0,4.0,4.0,2,4,1,2,Medium
10.2,9.7,0.7,3.7,3.16,5.0,1,19.0,5.0,5.0,2,2,2,3,Medium
3.75,8.5,3.4,1.8,2.98,5.0,0,24.0,3.0,5.0,5,1,3,4,Low
9.1,5.9,4.2,3.3,3.13,5.0,1,20.0,5.0,2.0,3,2,2,4,High
6.15,9.2,0.8,4.0,3.41,5.0,1,34.0,3.0,3.0,3,5,4,5,Low
8.6,9.8,1.0,0.8,3.55,5.0,0,25.0,5.0,5.0,1,1,5,1,Medium
7.7,5.8,3.4,5.8,3.19,5.0,1,24.0,2.0,4.0,1,1,3,2,Medium
5.95,6.8,0.3,6.6,3.14,5.0,1,23.0,5.0,4.0,1,1,5,1,Low
7.1,5.4,3.6,8.1,2.55,5.0,0,32.0,1.0,2.0,2,1,1,4,Medium
9.65,6.0,3.8,1.4,3.52,5.0,1,18.0,2.0,1.0,3,2,3,4,Medium
6.7,10.0,0.1,4.3,3.01,5.0,1,21.0,5.0,5.0,5,5,5,5,Low
10.45,9.2,0.2,2.8,3.65,5.0,0,32.0,4.0,5.0,3,2,1,1,Medium
6.35,9.9,4.9,2.2,2.96,5.0,1,30.0,5.0,2.0,3,4,4,4,Low
5.2,6.1,2.8,8.9,2.66,1.0,0,25.0,3.0,4.0,3,3,3,1,Low
6.15,5.8,0.9,10.6,2.93,5.0,0,28.0,5.0,3.0,2,3,3,2,Medium
9.2,6.6,1.8,6.0,3.06,5.0,0,32.0,1.0,2.0,3,3,3,2,Medium
6.6,6.3,2.1,8.9,2.84,5.0,1,21.0,5.0,3.0,3,2,2,1,Low
6.55,5.7,2.1,6.9,2.95,5.0,0,20.0,4.0,4.0,3,3,1,3,Medium
6.65,5.4,2.9,5.8,3.51,5.0,1,23.0,3.0,5.0,3,3,3,4,Medium
10.5,7.9,3.0,3.6,2.99,5.0,1,32.0,5.0,3.0,3,2,3,3,Medium
4.85,6.4,2.9,6.5,2.84,1.0,1,25.0,4.0,1.0,1,2,3,3,Low
6.25,5.3,2.5,6.4,2.81,5.0,0,29.0,2.0,4.0,1,1,4,4,Medium
9.15,7.9,3.9,2.0,3.19,5.0,1,20.0,4.0,1.0,4,2,3,2,Medium
6.3,9.2,5.9,0.1,3.06,5.0,1,30.0,5.0,3.0,1,1,2,1,Low
5.2,6.0,2.9,4.2,3.4,5.0,1,28.0,4.0,4.0,3,3,3,3,Low
9.7,6.8,5.2,1.2,3.45,5.0,1,18.0,3.0,2.0,5,1,1,4,Medium
6.5,7.3,4.6,3.8,3.0,5.0,0,28.0,4.0,5.0,4,4,3,2,Low
10.9,7.8,3.3,2.4,3.41,5.0,1,19.0,3.0,3.0,4,3,2,3,Medium
7.7,6.1,3.3,4.6,3.41,5.0,1,23.0,4.0,3.0,5,5,1,4,Low
5.85,5.9,1.7,8.4,2.62,5.0,1,31.0,2.0,2.0,3,3,1,1,Medium
4.55,9.1,1.7,6.4,2.69,5.0,0,20.0,1.0,3.0,2,2,3,2,Low
8.45,6.8,0.5,6.6,3.08,5.0,0,21.0,5.0,1.0,2,3,1,3,Medium
8.4,9.0,0.7,3.1,2.95,5.0,1,27.0,5.0,5.0,2,2,3,3,Medium
7.05,6.2,1.6,6.6,3.05,5.0,0,23.0,5.0,4.0,5,3,2,2,Low
3.0,9.0,3.8,2.7,2.62,1.0,1,27.0,2.0,2.0,3,1,2,1,Low
7.65,5.5,2.9,6.9,3.19,5.0,0,32.0,4.0,3.0,1,1,3,4,Medium
10.3,6.5,1.2,6.5,3.5,5.0,0,33.0,5.0,2.0,2,2,2,5,Medium
7.65,8.8,0.9,5.1,3.06,5.0,1,24.0,4.0,1.0,4,1,2,4,Low
7.2,8.0,6.0,0.9,3.0,5.0,0,27.0,5.0,2.0,1,1,4,1,Low
7.55,5.2,1.2,7.8,3.64,5.0,1,22.0,4.0,1.0,2,1,4,3,Medium
3.35,8.1,5.5,1.7,3.11,5.0,0,23.0,5.0,1.0,1,5,2,1,Low
8.15,7.8,2.6,8.2,3.58,1.0,0,27.0,5.0,4.0,3,3,3,3,Low
8.1,5.1,2.7,6.4,3.27,5.0,0,28.0,2.0,3.0,1,4,3,3,High
9.0,5.9,2.3,6.7,3.27,5.0,0,23.0,4.0,2.0,2,2,3,3,High
4.5,8.8,0.6,4.0,3.2,5.0,1,34.0,1.0,5.0,3,4,2,3,Low
8.2,9.6,1.4,2.3,3.41,5.0,1,28.0,3.0,2.0,1,2,4,2,Medium
7.65,9.1,3.1,6.4,2.65,1.0,1,27.0,2.0,3.0,5,4,1,4,Low
8.85,9.8,4.0,3.4,3.15,5.0,1,33.0,2.0,4.0,4,2,4,4,Medium
5.35,8.1,3.5,1.6,3.63,5.0,0,30.0,5.0,1.0,4,2,4,1,Low
7.85,8.7,0.6,1.5,3.36,5.0,0,20.0,3.0,3.0,3,3,4,3,Low
9.2,5.1,4.3,4.3,3.14,5.0,1,23.0,5.0,2.0,4,2,4,1,High
11.0,6.7,0.5,5.6,3.79,5.0,1,31.0,4.0,3.0,2,5,4,1,Medium
9.6,6.7,5.0,4.1,3.21,5.0,1,25.0,2.0,2.0,1,1,4,5,Medium
3.65,5.8,3.6,8.9,2.76,5.0,0,33.0,3.0,4.0,1,1,4,4,Medium
6.9,7.2,3.0,4.1,2.83,1.0,0,23.0,4.0,3.0,1,2,2,3,Low
8.65,8.8,2.3,1.6,2.92,5.0,0,21.0,2.0,1.0,3,2,3,2,Medium
10.25,8.8,0.1,2.3,3.24,5.0,0,34.0,1.0,2.0,2,3,3,4,Medium
9.5,9.5,3.6,0.4,3.4,5.0,1,30.0,3.0,2.0,2,3,2,1,Medium
6.8,6.4,1.1,7.1,2.88,5.0,0,27.0,3.0,3.0,2,4,2,2,Low
8.55,5.6,4.4,3.6,2.85,5.0,1,18.0,4.0,1.0,2,1,1,2,High
6.35,7.5,1.8,5.8,2.88,5.0,0,24.0,4.0,2.0,2,3,2,4,Low
5.9,7.7,5.4,4.6,3.27,1.0,1,24.0,2.0,4.0,2,3,5,5,Low
6.85,8.3,5.6,0.5,3.06,5.0,1,28.0,5.0,2.0,2,5,3,4,Low
6.65,7.0,1.7,3.4,3.5,5.0,1,32.0,3.0,1.0,1,1,3,1,Low
2.55,9.0,0.6,6.0,2.54,1.0,1,29.0,5.0,3.0,3,2,2,1,Low
6.3,6.1,0.4,8.0,3.32,1.0,0,18.0,1.0,3.0,2,3,1,4,Low
4.0,5.2,4.0,3.8,3.01,5.0,0,29.0,2.0,4.0,4,3,1,3,Medium
3.45,6.5,5.6,3.7,2.9,1.0,1,21.0,3.0,4.0,4,2,2,2,Low
10.55,6.3,4.6,0.1,2.98,5.0,1,21.0,5.0,1.0,1,1,3,1,Medium
6.15,8.5,2.7,7.3,2.62,1.0,1,22.0,1.0,5.0,1,4,2,1,Low
8.55,6.3,3.5,5.6,3.13,5.0,0,24.0,3.0,1.0,1,4,2,2,Medium
6.05,6.8,2.2,4.0,3.27,5.0,0,22.0,4.0,4.0,1,1,3,1,Low
6.5,6.0,0.5,7.2,3.05,5.0,1,19.0,3.0,3.0,2,3,3,3,Low
10.6,6.9,4.9,2.1,2.81,5.0,0,25.0,4.0,4.0,4,4,5,3,Medium
10.05,7.3,1.8,4.3,3.4,5.0,1,28.0,3.0,2.0,2,1,4,2,Medium
3.85,7.4,2.4,6.4,3.24,5.0,1,25.0,2.0,5.0,1,1,4,4,Low
7.9,9.9,3.2,2.5,2.8,1.0,1,18.0,5.0,4.0,1,3,1,5,Low
4.55,8.1,5.6,2.7,3.1,5.0,1,18.0,4.0,3.0,3,3,5,2,Low
7.15,6.8,3.3,5.3,3.48,5.0,0,24.0,2.0,5.0,1,2,2,5,Low
8.55,6.9,1.4,4.2,3.3,5.0,1,29.0,1.0,2.0,4,2,3,2,Medium
8.25,7.1,4.1,5.9,2.71,1.0,1,20.0,5.0,3.0,2,4,2,1,Low
9.0,5.8,5.0,5.5,3.09,5.0,0,27.0,1.0,3.0,3,3,4,3,High
3.6,5.8,5.3,6.0,2.48,5.0,1,31.0,3.0,4.0,3,5,4,5,Medium
8.75,9.8,0.8,3.0,3.19,5.0,1,34.0,1.0,3.0,3,3,3,2,Medium
10.2,9.6,0.8,0.5,3.16,5.0,1,23.0,4.0,1.0,4,2,1,1,Medium
4.9,8.4,2.0,2.7,3.66,5.0,0,23.0,1.0,3.0,2,3,5,2,Low
7.85,5.7,5.0,1.3,3.55,5.0,0,20.0,5.0,4.0,5,2,2,1,Medium
8.6,9.6,1.4,4.3,3.11,5.0,1,24.0,4.0,3.0,1,1,3,1,Medium
4.6,7.6,1.6,3.7,3.02,5.0,1,19.0,1.0,2.0,2,3,2,1,Low
5.6,5.0,5.9,6.8,2.93,5.0,1,31.0,5.0,5.0,3,3,4,3,Medium
9.9,8.6,1.4,2.6,3.68,5.0,0,23.0,3.0,2.0,1,1,5,5,Medium
5.85,8.9,1.0,2.8,3.57,5.0,1,26.0,1.0,5.0,5,3,2,3,Low
10.5,8.0,3.9,2.0,3.35,5.0,1,31.0,3.0,3.0,2,3,4,3,Medium
8.85,8.1,1.2,4.3,3.53,5.0,1,23.0,3.0,1.0,5,5,1,4,Medium
7.75,7.1,1.0,7.2,2.91,5.0,1,29.0,4.0,1.0,3,2,3,3,Low
9.9,5.4,2.4,3.8,3.08,5.0,1,21.0,4.0,2.0,2,2,3,2,High
6.75,8.3,3.6,6.5,2.73,1.0,1,32.0,5.0,3.0,3,1,3,4,Low
6.05,9.9,0.8,4.9,2.64,1.0,1,26.0,2.0,4.0,1,1,4,1,Low
7.6,9.6,2.0,2.7,2.55,5.0,1,25.0,2.0,3.0,1,1,4,4,Low
7.55,5.1,4.7,6.8,3.03,5.0,0,22.0,5.0,1.0,3,4,5,2,Medium
3.75,7.9,2.4,7.0,2.98,5.0,0,29.0,2.0,2.0,3,3,2,3,Low
6.7,6.4,5.4,3.0,3.05,5.0,0,30.0,3.0,3.0,3,3,4,5,Low
7.45,5.3,2.6,7.0,3.12,5.0,0,33.0,5.0,2.0,4,4,2,3,Medium
6.55,9.1,5.6,2.3,3.01,5.0,1,26.0,4.0,1.0,3,5,2,5,Low
8.25,6.7,5.2,4.8,2.24,1.0,1,22.0,5.0,2.0,4,4,1,4,Low
8.85,7.6,1.0,7.1,2.93,5.0,1,29.0,2.0,4.0,3,3,4,3,Medium
9.95,8.8,0.6,3.5,3.09,5.0,0,24.0,3.0,2.0,2,3,2,1,Medium
3.4,8.4,0.3,6.9,2.88,5.0,0,23.0,3.0,1.0,2,2,3,3,Low
6.6,8.5,1.2,7.5,2.52,1.0,1,23.0,3.0,4.0,4,1,1,1,Low
5.7,6.5,1.0,3.5,3.57,5.0,1,18.0,2.0,4.0,3,1,4,2,Low
5.05,8.4,5.0,2.5,3.26,5.0,0,18.0,3.0,5.0,1,2,2,4,Low
7.0,8.7,2.2,5.5,3.15,5.0,1,33.0,2.0,1.0,1,3,5,1,Low
4.2,5.4,6.0,3.1,3.44,5.0,1,21.0,2.0,4.0,1,5,4,4,Medium
5.15,7.3,3.7,2.5,3.76,5.0,1,33.0,1.0,2.0,2,1,2,3,Low
7.05,6.7,3.4,5.1,2.99,5.0,0,27.0,2.0,2.0,4,3,5,3,Low
4.85,9.1,1.3,1.1,3.54,5.0,1,23.0,3.0,4.0,2,3,2,3,Low
4.45,9.1,0.2,5.7,3.14,5.0,0,24.0,2.0,1.0,5,1,1,3,Low
9.4,9.3,0.5,4.4,3.18,5.0,1,20.0,4.0,3.0,3,2,1,1,Medium
6.8,8.4,5.1,1.0,3.08,1.0,1,21.0,2.0,1.0,5,2,3,3,Low
10.0,8.4,3.0,2.2,2.96,5.0,1,23.0,3.0,3.0,1,2,4,1,Medium
7.05,8.8,1.4,5.6,2.85,5.0,0,24.0,1.0,3.0,2,1,3,1,Low
5.05,6.1,0.4,6.4,3.37,5.0,0,23.0,3.0,3.0,3,1,2,1,Low
6.35,9.2,0.3,6.4,2.69,1.0,1,24.0,5.0,3.0,4,2,1,1,Low
5.7,6.7,2.8,3.4,3.36,5.0,0,24.0,4.0,3.0,1,1,1,3,Low
5.05,6.3,0.2,12.1,2.55,1.0,1,25.0,3.0,1.0,3,4,5,1,Low
8.85,6.5,4.0,5.1,3.54,5.0,0,27.0,5.0,5.0,2,3,3,3,Medium
9.9,9.5,2.6,1.9,3.47,5.0,1,20.0,4.0,2.0,2,4,4,1,Medium
5.15,8.0,2.0,8.3,3.37,1.0,1,23.0,5.0,4.0,3,3,3,3,Low
10.3,5.7,4.3,2.8,3.49,5.0,0,19.0,2.0,3.0,1,3,2,2,High
6.25,9.0,2.0,0.9,2.9,5.0,0,34.0,1.0,2.0,1,1,5,1,Low
9.7,6.5,0.0,5.3,3.08,5.0,0,28.0,5.0,1.0,2,3,1,2,Medium
9.65,8.0,0.1,5.1,3.1,5.0,1,21.0,2.0,4.0,2,2,4,1,Medium
8.3,8.3,3.2,2.6,3.11,5.0,1,20.0,4.0,3.0,2,4,1,3,Medium
7.75,9.6,3.6,2.0,2.75,1.0,1,24.0,5.0,2.0,2,3,1,3,Low
4.25,8.6,4.7,3.6,2.64,1.0,1,25.0,2.0,1.0,1,2,1,1,Low
4.15,7.7,5.1,4.8,3.22,5.0,1,22.0,1.0,2.0,2,2,4,4,Low
10.4,7.6,0.4,3.9,3.04,5.0,0,18.0,4.0,3.0,2,1,3,3,Medium
7.5,6.2,0.6,7.6,3.38,5.0,1,33.0,1.0,4.0,1,3,4,4,Low
9.3,5.9,5.9,5.2,3.27,5.0,1,34.0,5.0,4.0,3,3,5,1,High
7.2,7.9,2.2,0.5,2.91,5.0,0,23.0,3.0,3.0,2,1,2,3,Low
4.8,7.0,4.0,5.2,2.76,5.0,0,30.0,5.0,1.0,2,4,1,2,Low
8.35,5.6,3.5,6.7,3.08,5.0,1,23.0,3.0,4.0,3,4,1,3,High
9.25,8.8,3.4,0.5,3.63,5.0,1,20.0,5.0,4.0,1,3,3,1,Medium
4.05,5.1,1.7,8.4,3.21,5.0,1,20.0,5.0,4.0,3,1,4,4,Medium
3.6,9.2,1.0,4.1,3.07,5.0,1,34.0,5.0,2.0,2,2,4,2,Low
7.45,5.4,0.3,8.2,2.99,5.0,1,28.0,5.0,4.0,2,2,5,5,Medium
2.75,7.7,1.4,7.1,3.05,1.0,0,34.0,2.0,1.0,1,4,3,3,Low
6.1,8.4,1.5,6.9,2.88,1.0,1,19.0,3.0,3.0,2,3,5,1,Low
9.25,9.5,4.5,1.0,3.29,5.0,1,26.0,5.0,4.0,5,5,1,5,Medium
9.4,7.3,1.1,6.2,3.13,5.0,1,25.0,4.0,2.0,2,2,1,3,Medium
7.25,6.8,5.5,1.0,3.07,5.0,0,27.0,2.0,3.0,3,1,4,3,Low
7.7,8.8,2.4,2.8,3.51,5.0,0,34.0,1.0,5.0,2,2,3,4,Low
7.55,6.3,0.7,6.2,3.15,5.0,1,19.0,4.0,5.0,2,3,3,3,Low
7.95,6.7,3.0,7.2,3.05,5.0,1,23.0,5.0,5.0,3,4,2,1,Low
2.9,10.0,2.5,3.1,2.64,1.0,1,31.0,1.0,3.0,3,3,3,4,Low
7.8,7.1,2.3,5.5,2.5,1.0,1,31.0,5.0,3.0,2,2,1,3,Low
6.65,8.2,0.4,5.3,3.33,5.0,1,31.0,1.0,5.0,2,3,1,3,Low
8.9,8.0,3.5,4.8,2.9,1.0,1,19.0,4.0,5.0,2,3,1,3,Low
5.0,5.6,2.4,7.6,3.15,5.0,1,25.0,4.0,4.0,3,2,3,5,Medium
8.0,7.8,3.6,6.4,2.75,5.0,0,26.0,2.0,4.0,2,1,3,1,Low
9.2,6.7,4.5,1.1,3.25,5.0,0,22.0,5.0,1.0,3,4,3,3,Medium
9.4,7.0,1.7,3.9,3.19,5.0,0,25.0,5.0,3.0,1,3,3,2,Medium
7.85,7.2,3.6,6.9,2.96,1.0,1,20.0,3.0,4.0,2,3,5,1,Low
9.05,7.4,3.8,3.4,3.66,5.0,0,29.0,2.0,3.0,2,3,2,4,Medium
6.55,6.4,5.1,0.3,3.45,5.0,1,19.0,4.0,3.0,2,5,1,2,Low
9.95,8.4,1.9,2.1,2.68,5.0,1,27.0,2.0,1.0,3,3,1,3,Medium
7.0,5.1,5.9,0.2,3.22,5.0,1,34.0,1.0,3.0,3,5,5,3,Medium
6.1,6.9,0.3,7.0,3.0,5.0,0,28.0,1.0,2.0,4,3,3,3,Low
9.5,6.9,1.2,4.3,3.08,5.0,0,20.0,4.0,3.0,2,1,2,1,Medium
7.55,7.9,1.3,2.4,3.35,5.0,0,24.0,4.0,3.0,2,2,2,2,Low
8.0,9.1,2.3,1.4,3.44,5.0,0,24.0,5.0,2.0,4,1,1,3,Low
6.05,7.7,3.3,2.1,3.33,5.0,0,26.0,2.0,2.0,5,1,1,3,Low
7.55,7.9,1.1,6.4,2.94,5.0,0,18.0,4.0,4.0,3,3,2,3,Low
8.4,6.1,4.0,3.0,3.2,5.0,0,22.0,5.0,4.0,5,5,3,4,Medium
3.7,5.8,1.1,9.9,2.71,5.0,0,33.0,3.0,3.0,2,2,3,2,Medium
7.65,7.6,2.9,6.6,2.54,1.0,1,18.0,4.0,4.0,1,1,4,4,Low
9.45,5.7,3.0,5.0,3.37,5.0,1,26.0,1.0,1.0,1,4,4,2,High
8.2,9.8,0.1,2.5,3.79,5.0,0,29.0,1.0,2.0,5,4,3,3,Medium
7.75,5.9,3.2,9.2,2.74,5.0,1,28.0,1.0,3.0,5,5,2,1,Medium
4.85,6.5,0.3,4.1,3.48,5.0,1,22.0,4.0,1.0,2,3,3,5,Low
8.9,5.6,3.1,9.0,2.73,5.0,1,27.0,2.0,4.0,2,4,1,2,High
10.45,9.7,0.2,1.5,3.23,5.0,1,29.0,5.0,1.0,2,5,3,3,Medium
8.45,5.4,0.0,9.5,3.27,5.0,1,28.0,3.0,4.0,3,2,5,5,High
8.55,7.1,0.1,7.7,3.34,5.0,0,29.0,5.0,2.0,4,3,4,4,Medium
